Customer ID,Recency,Frequency,Monetary,R Score,F Score,M Score,RFM Score,Customer Segment
12431.0,36,27,10432.22,3,4,4,344,VIP Customer
12432.0,43,5,5059.32,3,3,4,334,VIP Customer
12433.0,1,10,16794.14,4,4,4,444,VIP Customer
12434.0,85,3,1103.43,3,2,3,323,Loyal Customer
12435.0,80,6,13925.93,3,3,4,334,VIP Customer
12436.0,100,1,509.01,2,1,2,212,Regular Customer
12437.0,2,39,12683.4,4,4,4,444,VIP Customer
12438.0,14,2,2906.85,4,2,4,424,Loyal Customer
12439.0,683,2,1142.88,1,2,3,123,At Risk
12440.0,462,2,859.2,1,2,2,122,At Risk
12441.0,367,1,173.55,2,1,1,211,Regular Customer
12442.0,3,1,172.06,4,1,1,411,Recent Customer
12443.0,732,1,485.31,1,1,2,112,Regular Customer
12444.0,21,5,5005.46,4,3,4,434,VIP Customer
12445.0,22,2,434.98,4,2,2,422,Loyal Customer
12446.0,58,1,1002.3100000000001,3,1,3,313,Regular Customer
12447.0,243,1,476.49,2,1,2,212,Regular Customer
12448.0,44,1,449.45,3,1,2,312,Regular Customer
12449.0,22,6,4835.89,4,3,4,434,VIP Customer
12450.0,156,5,688.2,2,3,2,232,At Risk
12451.0,11,8,12669.88,4,4,4,444,VIP Customer
12452.0,17,2,430.57,4,2,2,422,Loyal Customer
12453.0,134,1,707.09,2,1,2,212,Regular Customer
12454.0,56,5,16679.78,3,3,4,334,VIP Customer
12455.0,73,10,5879.95,3,4,4,344,VIP Customer
12456.0,44,3,3181.04,3,2,4,324,Loyal Customer
12457.0,66,8,2995.91,3,4,4,344,VIP Customer
12458.0,71,4,1777.49,3,3,3,333,VIP Customer
12459.0,605,1,454.36,1,1,2,112,Regular Customer
12460.0,456,1,326.65,1,1,1,111,Regular Customer
12461.0,94,2,826.88,3,2,2,322,Loyal Customer
12462.0,19,2,1189.59,4,2,3,423,Loyal Customer
12463.0,53,4,1344.78,3,3,3,333,VIP Customer
12464.0,10,8,1212.05,4,4,3,443,VIP Customer
12465.0,17,2,742.1899999999999,4,2,2,422,Loyal Customer
12466.0,682,1,56.73,1,1,1,111,Regular Customer
12467.0,423,1,132.8,1,1,1,111,Regular Customer
12468.0,188,5,3670.74,2,3,4,234,At Risk
12469.0,523,2,3070.54,1,2,4,124,At Risk
12470.0,690,1,211.95,1,1,1,111,Regular Customer
12471.0,2,79,39918.19,4,4,4,444,VIP Customer
12472.0,32,19,16249.289999999999,3,4,4,344,VIP Customer
12473.0,29,5,3928.0499999999997,3,3,4,334,VIP Customer
12474.0,17,31,12372.75,4,4,4,444,VIP Customer
12475.0,54,2,1149.64,3,2,3,323,Loyal Customer
12476.0,16,23,14083.91,4,4,4,444,VIP Customer
12477.0,23,9,20276.37,4,4,4,444,VIP Customer
12478.0,4,1,680.99,4,1,2,412,Recent Customer
12479.0,11,1,527.2,4,1,2,412,Recent Customer
12480.0,28,7,5464.85,3,3,4,334,VIP Customer
12481.0,23,15,12185.51,4,4,4,444,VIP Customer
12482.0,576,29,23691.4,1,4,4,144,At Risk
12483.0,17,19,5097.18,4,4,4,444,VIP Customer
12484.0,33,12,6354.1,3,4,4,344,VIP Customer
12485.0,529,1,708.1,1,1,2,112,Regular Customer
12486.0,432,1,1037.28,1,1,3,113,Regular Customer
12487.0,731,1,285.29999999999995,1,1,1,111,Regular Customer
12488.0,10,3,1298.66,4,2,3,423,Loyal Customer
12489.0,336,1,334.93,2,1,1,211,Regular Customer
12490.0,5,21,9823.64,4,4,4,444,VIP Customer
12491.0,39,1,460.40000000000003,3,1,2,312,Regular Customer
12492.0,63,3,715.21,3,2,2,322,Loyal Customer
12493.0,166,2,433.74,2,2,2,222,At Risk
12494.0,16,9,1815.27,4,4,3,443,VIP Customer
12495.0,641,1,357.4,1,1,2,112,Regular Customer
12496.0,620,2,45.34,1,2,1,121,At Risk
12497.0,82,3,6248.5,3,2,4,324,Loyal Customer
12498.0,21,3,403.70000000000005,4,2,2,422,Loyal Customer
12499.0,560,1,393.72,1,1,2,112,Regular Customer
12500.0,23,19,5955.21,4,4,4,444,VIP Customer
12501.0,337,1,2169.39,2,1,3,213,Regular Customer
12502.0,96,5,3723.87,3,3,4,334,VIP Customer
12503.0,584,1,1126.0,1,1,3,113,Regular Customer
12504.0,18,4,779.05,4,3,2,432,Loyal Customer
12505.0,409,1,955.2,1,1,3,113,Regular Customer
12506.0,233,1,73.5,2,1,1,211,Regular Customer
12507.0,134,4,1844.06,2,3,3,233,At Risk
12508.0,26,2,397.88,4,2,2,422,Loyal Customer
12509.0,284,1,176.5,2,1,1,211,Regular Customer
12510.0,143,9,5178.02,2,4,4,244,At Risk
12511.0,429,1,3084.02,1,1,4,114,Regular Customer
12512.0,66,2,132.18,3,2,1,321,Loyal Customer
12513.0,113,1,612.29,2,1,2,212,Regular Customer
12514.0,267,2,1597.76,2,2,3,223,At Risk
12515.0,353,1,383.7,2,1,2,212,Regular Customer
12516.0,78,4,2648.62,3,3,4,334,VIP Customer
12517.0,28,5,2481.6,3,3,4,334,VIP Customer
12518.0,1,5,2056.89,4,3,3,433,VIP Customer
12519.0,64,2,716.54,3,2,2,322,Loyal Customer
12520.0,79,5,2634.26,3,3,4,334,VIP Customer
12521.0,143,1,599.68,2,1,2,212,Regular Customer
12522.0,39,2,192.72,3,2,1,321,Loyal Customer
12523.0,19,23,4352.35,4,4,4,444,VIP Customer
12524.0,9,17,11126.11,4,4,4,444,VIP Customer
12525.0,498,3,973.73,1,2,3,123,At Risk
12526.0,1,3,1316.66,4,2,3,423,Loyal Customer
12527.0,82,5,735.51,3,3,2,332,Loyal Customer
12528.0,9,6,1933.48,4,3,3,433,VIP Customer
12529.0,528,1,316.48,1,1,1,111,Regular Customer
12530.0,60,9,3759.26,3,4,4,344,VIP Customer
12531.0,15,2,1933.2,4,2,3,423,Loyal Customer
12532.0,30,1,349.83000000000004,3,1,2,312,Regular Customer
12533.0,628,2,1367.89,1,2,3,123,At Risk
12534.0,131,1,1089.18,2,1,3,213,Regular Customer
12535.0,92,2,716.35,3,2,2,322,Loyal Customer
12536.0,43,3,12601.830000000002,3,2,4,324,Loyal Customer
12537.0,409,1,732.94,1,1,2,112,Regular Customer
12538.0,29,2,640.45,3,2,2,322,Loyal Customer
12539.0,22,7,11214.75,4,3,4,434,VIP Customer
12540.0,20,33,22254.49,4,4,4,444,VIP Customer
12541.0,30,3,981.18,3,2,3,323,Loyal Customer
12542.0,484,2,481.88,1,2,2,122,At Risk
12543.0,448,1,980.25,1,1,3,113,Regular Customer
12544.0,36,1,372.7,3,1,2,312,Regular Customer
12545.0,75,2,1000.39,3,2,3,323,Loyal Customer
12546.0,47,2,1161.5,3,2,3,323,Loyal Customer
12547.0,198,3,383.58,2,2,2,222,At Risk
12548.0,166,1,95.19999999999999,2,1,1,211,Regular Customer
12549.0,576,6,1575.68,1,3,3,133,At Risk
12550.0,79,1,964.83,3,1,3,313,Regular Customer
12551.0,358,1,168.0,2,1,1,211,Regular Customer
12552.0,39,2,437.82,3,2,2,322,Loyal Customer
12553.0,8,12,4608.75,4,4,4,444,VIP Customer
12554.0,449,1,468.5,1,1,2,112,Regular Customer
12555.0,682,1,129.23,1,1,1,111,Regular Customer
12556.0,50,2,599.56,3,2,2,322,Loyal Customer
12557.0,16,8,18096.14,4,4,4,444,VIP Customer
12558.0,8,1,269.96,4,1,1,411,Recent Customer
12559.0,311,2,561.71,2,2,2,222,At Risk
12560.0,5,3,2134.01,4,2,3,423,Loyal Customer
12561.0,303,1,238.85,2,1,1,211,Regular Customer
12562.0,8,9,4966.92,4,4,4,444,VIP Customer
12563.0,409,1,249.24,1,1,1,111,Regular Customer
12564.0,261,1,456.9,2,1,2,212,Regular Customer
12565.0,289,1,145.92,2,1,1,211,Regular Customer
12566.0,86,1,351.65,3,1,2,312,Regular Customer
12567.0,23,15,11767.48,4,4,4,444,VIP Customer
12568.0,645,1,70.0,1,1,1,111,Regular Customer
12569.0,2,32,4124.69,4,4,4,444,VIP Customer
12570.0,682,1,77.52,1,1,1,111,Regular Customer
12571.0,40,2,519.61,3,2,2,322,Loyal Customer
12572.0,9,2,1020.42,4,2,3,423,Loyal Customer
12573.0,227,5,717.41,2,3,2,232,At Risk
12574.0,316,1,218.45,2,1,1,211,Regular Customer
12575.0,457,2,622.8199999999999,1,2,2,122,At Risk
12576.0,36,8,2142.72,3,4,3,343,VIP Customer
12577.0,35,8,1617.1,3,4,3,343,VIP Customer
12578.0,21,4,4642.45,4,3,4,434,VIP Customer
12579.0,78,1,440.42,3,1,2,312,Regular Customer
12580.0,247,2,1052.9,2,2,3,223,At Risk
12581.0,40,1,197.71,3,1,1,311,Regular Customer
12582.0,239,4,1980.4,2,3,3,233,At Risk
12583.0,3,27,13591.58,4,4,4,444,VIP Customer
12584.0,4,9,2338.15,4,4,4,444,VIP Customer
12585.0,234,2,2040.1,2,2,3,223,At Risk
12586.0,17,4,2062.67,4,3,3,433,VIP Customer
12587.0,8,1,144.0,4,1,1,411,Recent Customer
12588.0,39,4,958.78,3,3,3,333,VIP Customer
12589.0,29,8,4695.66,3,4,4,344,VIP Customer
12590.0,211,2,9864.26,2,2,4,224,At Risk
12591.0,317,3,1338.95,2,2,3,223,At Risk
12592.0,92,5,2582.66,3,3,4,334,VIP Customer
12593.0,109,3,418.09999999999997,2,2,2,222,At Risk
12594.0,38,15,5090.110000000001,3,4,4,344,VIP Customer
12595.0,505,1,299.02,1,1,1,111,Regular Customer
12596.0,51,2,618.27,3,2,2,322,Loyal Customer
12597.0,19,4,3811.22,4,3,4,434,VIP Customer
12598.0,10,11,4534.09,4,4,4,444,VIP Customer
12599.0,29,13,2296.72,3,4,4,344,VIP Customer
12600.0,29,21,4967.42,3,4,4,344,VIP Customer
12601.0,190,6,681.26,2,3,2,232,At Risk
12602.0,59,1,153.12,3,1,1,311,Regular Customer
12603.0,22,1,739.1999999999999,4,1,2,412,Recent Customer
12604.0,79,2,254.18,3,2,1,321,Loyal Customer
12605.0,376,4,1232.95,2,3,3,233,At Risk
12606.0,682,1,21.0,1,1,1,111,Regular Customer
12607.0,60,1,1579.51,3,1,3,313,Regular Customer
12608.0,405,1,415.79,1,1,2,112,Regular Customer
12609.0,78,9,3435.86,3,4,4,344,VIP Customer
12610.0,23,5,2099.54,4,3,3,433,VIP Customer
12611.0,52,1,1193.32,3,1,3,313,Regular Customer
12612.0,74,1,704.0400000000001,3,1,2,312,Regular Customer
12613.0,57,10,6817.37,3,4,4,344,VIP Customer
12614.0,278,1,315.6,2,1,1,211,Regular Customer
12615.0,2,8,5740.98,4,4,4,444,VIP Customer
12616.0,95,3,1131.1,3,2,3,323,Loyal Customer
12617.0,29,1,352.98,3,1,2,312,Regular Customer
12618.0,22,1,177.31,4,1,1,411,Recent Customer
12619.0,16,10,3781.38,4,4,4,444,VIP Customer
12620.0,15,3,1339.41,4,2,3,423,Loyal Customer
12621.0,2,35,24311.2,4,4,4,444,VIP Customer
12622.0,232,1,180.1,2,1,1,211,Regular Customer
12623.0,276,7,3747.84,2,3,4,234,At Risk
12624.0,106,2,641.13,2,2,2,222,At Risk
12625.0,212,4,5164.88,2,3,4,234,At Risk
12626.0,23,9,6620.48,4,4,4,444,VIP Customer
12627.0,11,7,4478.53,4,3,4,434,VIP Customer
12628.0,4,3,786.46,4,2,2,422,Loyal Customer
12629.0,386,2,1558.22,1,2,3,123,At Risk
12630.0,10,2,1270.88,4,2,3,423,Loyal Customer
12631.0,57,6,3481.57,3,3,4,334,VIP Customer
12632.0,521,2,804.88,1,2,2,122,At Risk
12633.0,59,7,5678.16,3,3,4,334,VIP Customer
12634.0,536,2,490.0,1,2,2,122,At Risk
12635.0,90,4,2930.41,3,3,4,334,VIP Customer
12636.0,739,1,141.0,1,1,1,111,Regular Customer
12637.0,67,12,8283.81,3,4,4,344,VIP Customer
12638.0,33,2,921.49,3,2,3,323,Loyal Customer
12639.0,239,3,1312.37,2,2,3,223,At Risk
12640.0,24,3,1174.58,4,2,3,423,Loyal Customer
12641.0,115,1,185.9,2,1,1,211,Regular Customer
12642.0,25,3,1013.26,4,2,3,423,Loyal Customer
12643.0,128,12,8304.82,2,4,4,244,At Risk
12644.0,130,4,1918.49,2,3,3,233,At Risk
12645.0,34,8,3539.3,3,4,4,344,VIP Customer
12646.0,5,2,1346.97,4,2,3,423,Loyal Customer
12647.0,22,36,16955.55,4,4,4,444,VIP Customer
12648.0,155,4,1112.0,2,3,3,233,At Risk
12649.0,107,8,2294.65,2,4,4,244,At Risk
12650.0,3,1,314.44,4,1,1,411,Recent Customer
12651.0,335,4,377.75,2,3,2,232,At Risk
12652.0,331,2,1017.03,2,2,3,223,At Risk
12653.0,149,3,4160.83,2,2,4,224,At Risk
12654.0,11,5,601.98,4,3,2,432,Loyal Customer
12655.0,424,1,261.35,1,1,1,111,Regular Customer
12656.0,17,8,6407.83,4,4,4,444,VIP Customer
12657.0,11,4,1643.18,4,3,3,433,VIP Customer
12658.0,19,1,686.05,4,1,2,412,Recent Customer
12659.0,30,1,91.68,3,1,1,311,Regular Customer
12660.0,11,1,245.1,4,1,1,411,Recent Customer
12661.0,436,1,162.0,1,1,1,111,Regular Customer
12662.0,1,20,6726.54,4,4,4,444,VIP Customer
12663.0,625,2,239.4,1,2,1,121,At Risk
12664.0,8,11,6070.04,4,4,4,444,VIP Customer
12665.0,325,3,313.6,2,2,1,221,At Risk
12666.0,394,1,1248.42,1,1,3,113,Regular Customer
12667.0,58,1,620.13,3,1,2,312,Regular Customer
12668.0,12,10,11383.03,4,4,4,444,VIP Customer
12669.0,151,3,2744.0299999999997,2,2,4,224,At Risk
12670.0,10,7,3760.29,4,3,4,434,VIP Customer
12671.0,606,1,2622.481,1,1,4,114,Regular Customer
12672.0,330,2,437.05,2,2,2,222,At Risk
12673.0,5,3,1230.02,4,2,3,423,Loyal Customer
12674.0,39,4,1970.6,3,3,3,333,VIP Customer
12675.0,554,2,957.25,1,2,3,123,At Risk
12676.0,25,11,2843.09,4,4,4,444,VIP Customer
12677.0,555,2,395.1,1,2,2,122,At Risk
12678.0,42,21,34281.18,3,4,4,344,VIP Customer
12679.0,59,4,1113.02,3,3,3,333,VIP Customer
12680.0,1,4,880.81,4,3,3,433,VIP Customer
12681.0,15,45,29834.76,4,4,4,444,VIP Customer
12682.0,4,52,22950.22,4,4,4,444,VIP Customer
12683.0,4,21,11633.7,4,4,4,444,VIP Customer
12684.0,8,7,2283.63,4,3,4,434,VIP Customer
12685.0,28,6,2863.08,3,3,4,334,VIP Customer
12686.0,372,1,89.14,2,1,1,211,Regular Customer
12687.0,481,2,2138.91,1,2,3,123,At Risk
12688.0,114,1,4873.8099999999995,2,1,4,214,Regular Customer
12689.0,26,2,1247.61,4,2,3,423,Loyal Customer
12690.0,206,1,389.01,2,1,2,212,Regular Customer
12691.0,28,7,1170.4,3,3,3,333,VIP Customer
12692.0,637,1,110.95,1,1,1,111,Regular Customer
12693.0,127,7,1703.02,2,3,3,233,At Risk
12694.0,70,3,1843.35,3,2,3,323,Loyal Customer
12695.0,7,7,1407.1200000000001,4,3,3,433,VIP Customer
12696.0,435,2,851.91,1,2,2,122,At Risk
12697.0,29,3,957.59,3,2,3,323,Loyal Customer
12698.0,590,1,339.75,1,1,1,111,Regular Customer
12699.0,418,1,638.11,1,1,2,112,Regular Customer
12700.0,8,4,4939.99,4,3,4,434,VIP Customer
12701.0,80,6,2446.41,3,3,4,334,VIP Customer
12702.0,20,1,219.0,4,1,1,411,Recent Customer
12703.0,71,4,1006.53,3,3,3,333,VIP Customer
12704.0,7,8,2340.84,4,4,4,444,VIP Customer
12705.0,15,14,11762.1,4,4,4,444,VIP Customer
12707.0,292,1,603.42,2,1,2,212,Regular Customer
12708.0,30,18,5117.66,3,4,4,344,VIP Customer
12709.0,15,34,30291.76,4,4,4,444,VIP Customer
12710.0,97,3,1149.02,2,2,3,223,At Risk
12711.0,612,2,1339.05,1,2,3,123,At Risk
12712.0,29,21,6723.03,3,4,4,344,VIP Customer
12713.0,1,1,848.55,4,1,2,412,Recent Customer
12714.0,9,12,14093.71,4,4,4,444,VIP Customer
12715.0,106,1,343.36,2,1,2,212,Regular Customer
12716.0,4,2,1053.49,4,2,3,423,Loyal Customer
12717.0,151,3,1308.91,2,2,3,223,At Risk
12718.0,71,1,238.25,3,1,1,311,Regular Customer
12719.0,5,2,644.95,4,2,2,422,Loyal Customer
12720.0,3,30,7787.28,4,4,4,444,VIP Customer
12721.0,32,8,4013.08,3,4,4,344,VIP Customer
12722.0,85,4,997.63,3,3,3,333,VIP Customer
12723.0,4,5,725.07,4,3,2,432,Loyal Customer
12724.0,5,7,2317.52,4,3,4,434,VIP Customer
12725.0,371,4,2266.76,2,3,4,234,At Risk
12726.0,28,11,4014.6,3,4,4,344,VIP Customer
12727.0,11,10,5679.53,4,4,4,444,VIP Customer
12728.0,71,5,1070.17,3,3,3,333,VIP Customer
12729.0,114,1,453.01,2,1,2,212,Regular Customer
12730.0,522,1,829.25,1,1,2,112,Regular Customer
12731.0,24,17,25775.71,4,4,4,444,VIP Customer
12732.0,180,1,236.26000000000002,2,1,1,211,Regular Customer
12733.0,234,4,2424.87,2,3,4,234,At Risk
12734.0,353,3,639.65,2,2,2,222,At Risk
12735.0,315,2,779.5699999999999,2,2,2,222,At Risk
12736.0,333,1,234.0,2,1,1,211,Regular Customer
12737.0,499,2,3710.5,1,2,4,124,At Risk
12738.0,372,1,155.35,2,1,1,211,Regular Customer
12739.0,78,4,2726.73,3,3,4,334,VIP Customer
12740.0,64,1,427.6,3,1,2,312,Regular Customer
12741.0,529,2,406.07,1,2,2,122,At Risk
12742.0,626,1,1201.52,1,1,3,113,Regular Customer
12743.0,134,2,540.13,2,2,2,222,At Risk
12744.0,52,11,25317.06,3,4,4,344,VIP Customer
12745.0,487,3,925.41,1,2,3,123,At Risk
12746.0,541,1,254.55,1,1,1,111,Regular Customer
12747.0,2,26,8898.48,4,4,4,444,VIP Customer
12748.0,1,336,53539.64,4,4,4,444,VIP Customer
12749.0,4,9,6897.36,4,4,4,444,VIP Customer
12750.0,129,1,275.88,2,1,1,211,Regular Customer
12751.0,445,1,268.27,1,1,1,111,Regular Customer
12752.0,81,1,4366.78,3,1,4,314,Regular Customer
12753.0,23,6,21429.39,4,3,4,434,VIP Customer
12754.0,236,3,3010.74,2,2,4,224,At Risk
12755.0,281,11,5236.259999999999,2,4,4,244,At Risk
12756.0,87,1,112.07999999999998,3,1,1,311,Regular Customer
12757.0,16,13,7834.650000000001,4,4,4,444,VIP Customer
12758.0,117,7,9903.24,2,3,4,234,At Risk
12759.0,52,8,5020.74,3,4,4,344,VIP Customer
12760.0,456,1,347.8,1,1,2,112,Regular Customer
12761.0,458,2,782.95,1,2,2,122,At Risk
12762.0,8,2,1898.52,4,2,3,423,Loyal Customer
12763.0,138,2,494.08,2,2,2,222,At Risk
12764.0,317,1,1693.88,2,1,3,213,Regular Customer
12765.0,472,6,1404.58,1,3,3,133,At Risk
12766.0,4,9,8918.99,4,4,4,444,VIP Customer
12767.0,376,1,949.82,2,1,3,213,Regular Customer
12768.0,451,1,168.69000000000003,1,1,1,111,Regular Customer
12769.0,239,1,1143.6,2,1,3,213,Regular Customer
12770.0,211,2,3246.45,2,2,4,224,At Risk
12771.0,486,1,282.3,1,1,1,111,Regular Customer
12772.0,60,1,892.47,3,1,3,313,Regular Customer
12773.0,564,1,124.25,1,1,1,111,Regular Customer
12774.0,536,1,98.7,1,1,1,111,Regular Customer
12775.0,17,7,1686.12,4,3,3,433,VIP Customer
12776.0,668,1,55.5,1,1,1,111,Regular Customer
12777.0,458,1,519.45,1,1,2,112,Regular Customer
12778.0,20,9,1775.68,4,4,3,443,VIP Customer
12779.0,38,14,6474.11,3,4,4,344,VIP Customer
12780.0,599,1,337.4,1,1,1,111,Regular Customer
12781.0,64,2,826.74,3,2,2,322,Loyal Customer
12782.0,5,11,4618.24,4,4,4,444,VIP Customer
12783.0,2,6,2225.91,4,3,3,433,VIP Customer
12784.0,9,3,1763.15,4,2,3,423,Loyal Customer
12785.0,364,3,1100.4,2,2,3,223,At Risk
12786.0,610,1,728.5,1,1,2,112,Regular Customer
12787.0,10,4,862.18,4,3,2,432,Loyal Customer
12788.0,463,4,444.9,1,3,2,132,At Risk
12789.0,65,3,273.35,3,2,1,321,Loyal Customer
12790.0,192,2,591.85,2,2,2,222,At Risk
12791.0,374,6,863.51,2,3,2,232,At Risk
12792.0,257,2,827.01,2,2,2,222,At Risk
12793.0,335,3,885.53,2,2,3,223,At Risk
12794.0,53,2,860.41,3,2,2,322,Loyal Customer
12795.0,19,1,430.48,4,1,2,412,Recent Customer
12796.0,628,1,381.0,1,1,2,112,Regular Customer
12797.0,366,2,552.08,2,2,2,222,At Risk
12798.0,10,4,8510.93,4,3,4,434,VIP Customer
12799.0,529,1,219.35,1,1,1,111,Regular Customer
12800.0,470,3,584.25,1,2,2,122,At Risk
12801.0,501,1,1071.82,1,1,3,113,Regular Customer
12802.0,187,7,2416.42,2,3,4,234,At Risk
12803.0,393,1,1092.81,1,1,3,113,Regular Customer
12804.0,466,2,325.37,1,2,1,121,At Risk
12805.0,382,4,1434.95,1,3,3,133,At Risk
12806.0,435,4,2878.96,1,3,4,134,At Risk
12807.0,383,1,330.35,1,1,1,111,Regular Customer
12808.0,37,5,776.7,3,3,2,332,Loyal Customer
12809.0,178,3,1755.94,2,2,3,223,At Risk
12810.0,535,2,534.99,1,2,2,122,At Risk
12811.0,261,5,1033.9,2,3,3,233,At Risk
12812.0,45,1,229.64000000000001,3,1,1,311,Regular Customer
12813.0,502,3,1687.8,1,2,3,123,At Risk
12814.0,102,1,125.92,2,1,1,211,Regular Customer
12815.0,148,2,1063.46,2,2,3,223,At Risk
12816.0,96,2,572.2,3,2,2,322,Loyal Customer
12817.0,281,3,690.98,2,2,2,222,At Risk
12818.0,262,1,1542.08,2,1,3,213,Regular Customer
12819.0,458,1,540.52,1,1,2,112,Regular Customer
12820.0,3,11,2689.52,4,4,4,444,VIP Customer
12821.0,214,2,220.8,2,2,1,221,At Risk
12822.0,71,2,948.88,3,2,3,323,Loyal Customer
12823.0,75,18,6501.5,3,4,4,344,VIP Customer
12824.0,60,1,397.12,3,1,2,312,Regular Customer
12825.0,521,2,518.63,1,2,2,122,At Risk
12826.0,3,12,2800.75,4,4,4,444,VIP Customer
12827.0,6,3,430.15000000000003,4,2,2,422,Loyal Customer
12828.0,3,6,1018.71,4,3,3,433,VIP Customer
12829.0,337,3,385.3,2,2,2,222,At Risk
12830.0,38,6,6814.64,3,3,4,334,VIP Customer
12831.0,262,3,451.11,2,2,2,222,At Risk
12832.0,32,2,383.03,3,2,2,322,Loyal Customer
12833.0,145,1,417.38,2,1,2,212,Regular Customer
12834.0,283,1,312.38,2,1,1,211,Regular Customer
12835.0,428,41,5996.83,1,4,4,144,At Risk
