Customer ID,Recency,Frequency,Monetary,R Score,F Score,M Score,RFM Score,Customer Segment
12453.0,135,1,707.09,3,1,3,313,Regular Customer
12454.0,54,9,4292.71,4,4,5,445,VIP Customer
12455.0,74,10,5879.95,3,4,5,345,Loyal Customer
12456.0,45,4,3153.89,4,3,5,435,Regular Customer
12457.0,59,14,2472.31,4,5,4,454,VIP Customer
12458.0,72,4,1777.49,3,3,4,334,Regular Customer
12459.0,606,1,454.36,1,1,2,112,Regular Customer
12460.0,457,1,326.65,1,1,2,112,Regular Customer
12461.0,95,2,826.88,3,2,3,323,Regular Customer
12462.0,3,4,1124.01,5,3,3,533,Regular Customer
12463.0,47,7,1303.63,4,4,4,444,VIP Customer
12464.0,11,8,1212.05,5,4,4,544,VIP Customer
12465.0,8,3,733.89,5,2,3,523,Recent Customer
12466.0,683,1,56.73,1,1,1,111,Regular Customer
12467.0,387,2,0.0,2,2,1,221,Regular Customer
12468.0,144,10,3624.55,3,4,5,345,Loyal Customer
12469.0,523,2,3070.54,1,2,5,125,Regular Customer
12470.0,690,1,211.95,1,1,1,111,Regular Customer
12471.0,3,129,37948.61,5,5,5,555,VIP Customer
12472.0,31,37,16956.69,4,5,5,455,VIP Customer
12473.0,30,9,2848.23,4,4,4,444,VIP Customer
12474.0,18,54,11966.45,5,5,5,555,VIP Customer
12475.0,54,2,1149.64,4,2,3,423,Recent Customer
12476.0,2,38,13715.62,5,5,5,555,VIP Customer
12477.0,23,12,20173.64,4,5,5,455,VIP Customer
12478.0,4,1,680.99,5,1,3,513,Recent Customer
12479.0,4,3,477.3,5,2,2,522,Recent Customer
12480.0,29,8,5435.1,4,4,5,445,VIP Customer
12481.0,23,18,12217.03,4,5,5,455,VIP Customer
12482.0,450,32,21893.53,1,5,5,155,At Risk
12483.0,18,27,4846.87,5,5,5,555,VIP Customer
12484.0,33,16,6303.85,4,5,5,455,VIP Customer
12485.0,530,1,708.1,1,1,3,113,Regular Customer
12486.0,432,1,1037.28,1,1,3,113,Regular Customer
12487.0,731,2,259.79999999999995,1,2,2,122,Regular Customer
12488.0,10,3,1298.66,5,2,4,524,Recent Customer
12489.0,337,1,334.93,2,1,2,212,Regular Customer
12490.0,6,22,9818.64,5,5,5,555,VIP Customer
12491.0,39,1,460.40000000000003,4,1,2,412,Recent Customer
12492.0,64,3,715.21,3,2,3,323,Regular Customer
12493.0,166,3,416.79,3,2,2,322,Regular Customer
12494.0,10,17,1743.52,5,5,4,554,VIP Customer
12495.0,635,2,323.4,1,2,2,122,Regular Customer
12496.0,621,2,54.09,1,2,1,121,Regular Customer
12497.0,82,4,6211.75,3,3,5,335,Regular Customer
12498.0,22,3,403.70000000000005,4,2,2,422,Recent Customer
12499.0,561,1,393.72,1,1,2,112,Regular Customer
12500.0,24,25,5872.31,4,5,5,455,VIP Customer
12501.0,316,2,2089.68,2,2,4,224,Regular Customer
12502.0,96,5,3723.87,3,3,5,335,Regular Customer
12503.0,338,2,0.0,2,2,1,221,Regular Customer
12504.0,19,6,411.0,5,4,2,542,Loyal Customer
12505.0,302,3,908.0,2,2,3,223,Regular Customer
12506.0,233,1,73.5,2,1,1,211,Regular Customer
12507.0,135,5,1797.31,3,3,4,334,Regular Customer
12508.0,27,2,398.27,4,2,2,422,Recent Customer
12509.0,285,1,176.5,2,1,1,211,Regular Customer
12510.0,143,16,3689.33,3,5,5,355,Loyal Customer
12511.0,415,2,3065.77,1,2,5,125,Regular Customer
12512.0,67,2,138.03,3,2,1,321,Regular Customer
12513.0,85,2,586.79,3,2,3,323,Regular Customer
12514.0,268,2,1597.76,2,2,4,224,Regular Customer
12515.0,354,1,383.7,2,1,2,212,Regular Customer
12516.0,78,4,2648.62,3,3,4,334,Regular Customer
12517.0,29,6,2464.89,4,4,4,444,VIP Customer
12518.0,1,5,2056.89,5,3,4,534,Regular Customer
12519.0,64,3,695.19,3,2,3,323,Regular Customer
12520.0,80,6,2582.51,3,4,4,344,Loyal Customer
12521.0,143,1,599.68,3,1,3,313,Regular Customer
12522.0,40,2,192.72,4,2,1,421,Recent Customer
12523.0,2,30,4220.85,5,5,5,555,VIP Customer
12524.0,10,18,11091.36,5,5,5,555,VIP Customer
12525.0,492,8,835.1800000000001,1,4,3,143,At Risk
12526.0,1,3,1316.66,5,2,4,524,Recent Customer
12527.0,82,5,735.51,3,3,3,333,Regular Customer
12528.0,10,8,1922.28,5,4,4,544,VIP Customer
12529.0,523,2,311.78000000000003,1,2,2,122,Regular Customer
12530.0,60,12,3689.86,3,5,5,355,Loyal Customer
12531.0,15,3,1899.05,5,2,4,524,Recent Customer
12532.0,31,1,349.83000000000004,4,1,2,412,Recent Customer
12533.0,619,6,1149.99,1,4,3,143,At Risk
12534.0,131,1,1089.18,3,1,3,313,Regular Customer
12535.0,92,2,716.35,3,2,3,323,Regular Customer
12536.0,8,5,4106.82,5,3,5,535,Regular Customer
12537.0,409,1,732.94,2,1,3,213,Regular Customer
12538.0,30,2,640.45,4,2,3,423,Recent Customer
12539.0,23,8,9498.9,4,4,5,445,VIP Customer
12540.0,20,36,22107.29,4,5,5,455,VIP Customer
12541.0,30,3,981.18,4,2,3,423,Recent Customer
12542.0,485,4,423.38,1,3,2,132,At Risk
12543.0,449,1,980.25,1,1,3,113,Regular Customer
12544.0,30,2,355.7,4,2,2,422,Recent Customer
12545.0,76,2,1000.39,3,2,3,323,Regular Customer
12546.0,47,3,1141.5,4,2,3,423,Recent Customer
12547.0,198,3,383.58,2,2,2,222,Regular Customer
12548.0,167,1,95.19999999999999,3,1,1,311,Regular Customer
12549.0,576,6,1575.68,1,4,4,144,At Risk
12550.0,80,1,964.83,3,1,3,313,Regular Customer
12551.0,358,1,168.0,2,1,1,211,Regular Customer
12552.0,39,2,437.82,4,2,2,422,Recent Customer
12553.0,9,17,4548.82,5,5,5,555,VIP Customer
12554.0,449,1,468.5,1,1,2,112,Regular Customer
12555.0,683,1,129.23,1,1,1,111,Regular Customer
12556.0,51,2,603.71,4,2,3,423,Recent Customer
12557.0,17,8,18716.14,5,4,5,545,VIP Customer
12558.0,2,2,1.0658141036401503e-14,5,2,1,521,Recent Customer
12559.0,311,3,536.21,2,2,2,222,Regular Customer
12560.0,6,4,2101.39,5,3,4,534,Regular Customer
12561.0,303,1,238.85,2,1,1,211,Regular Customer
12562.0,9,9,4966.92,5,4,5,545,VIP Customer
12563.0,409,1,249.24,2,1,1,211,Regular Customer
12564.0,262,1,456.9,2,1,2,212,Regular Customer
12565.0,282,2,131.17,2,2,1,221,Regular Customer
12566.0,73,2,346.7,3,2,2,322,Regular Customer
12567.0,23,17,13393.82,4,5,5,455,VIP Customer
12568.0,645,1,70.0,1,1,1,111,Regular Customer
12569.0,3,35,4064.9900000000002,5,5,5,555,VIP Customer
12570.0,683,1,77.52,1,1,1,111,Regular Customer
12571.0,40,2,519.61,4,2,2,422,Recent Customer
12572.0,9,3,1004.72,5,2,3,523,Recent Customer
12573.0,228,5,717.41,2,3,3,233,At Risk
12574.0,316,1,218.45,2,1,1,211,Regular Customer
12575.0,458,2,622.8199999999999,1,2,3,123,Regular Customer
12576.0,36,11,2083.87,4,5,4,454,VIP Customer
12577.0,36,9,1591.35,4,4,4,444,VIP Customer
12578.0,22,7,4572.45,4,4,5,445,VIP Customer
12579.0,74,3,410.72,3,2,2,322,Regular Customer
12580.0,247,2,1052.9,2,2,3,223,Regular Customer
12581.0,40,1,197.71,4,1,1,411,Recent Customer
12582.0,239,4,1980.4,2,3,4,234,At Risk
12583.0,3,31,14344.9,5,5,5,555,VIP Customer
12584.0,4,18,1893.95,5,5,4,554,VIP Customer
12585.0,235,4,1982.81,2,3,4,234,At Risk
12586.0,18,5,2028.67,5,3,4,534,Regular Customer
12587.0,8,1,144.0,5,1,1,511,Recent Customer
12588.0,40,5,938.98,4,3,3,433,Regular Customer
12589.0,29,11,3094.17,4,5,5,455,VIP Customer
12590.0,191,5,9853.48,3,3,5,335,Regular Customer
12591.0,318,3,1352.15,2,2,4,224,Regular Customer
12592.0,93,8,1152.62,3,4,3,343,Loyal Customer
12593.0,109,3,418.09999999999997,3,2,2,322,Regular Customer
12594.0,38,17,5044.51,4,5,5,455,VIP Customer
12595.0,505,1,299.02,1,1,2,112,Regular Customer
12596.0,52,2,618.27,4,2,3,423,Recent Customer
12597.0,20,5,3683.13,4,3,5,435,Regular Customer
12598.0,10,15,4414.67,5,5,5,555,VIP Customer
12599.0,30,13,2296.72,4,5,4,454,VIP Customer
12600.0,29,26,4955.79,4,5,5,455,VIP Customer
12601.0,190,7,673.76,3,4,3,343,Loyal Customer
12602.0,59,1,153.12,4,1,1,411,Recent Customer
12603.0,22,1,739.1999999999999,4,1,3,413,Recent Customer
12604.0,80,2,254.18,3,2,1,321,Regular Customer
12605.0,366,5,1217.95,2,3,4,234,At Risk
12606.0,683,1,21.0,1,1,1,111,Regular Customer
12607.0,59,2,3.552713678800501e-15,4,2,1,421,Recent Customer
12608.0,405,1,415.79,2,1,2,212,Regular Customer
12609.0,79,10,3417.86,3,4,5,345,Loyal Customer
12610.0,23,7,2057.99,4,4,4,444,VIP Customer
12611.0,53,1,1193.32,4,1,4,414,Recent Customer
12612.0,58,2,643.59,4,2,3,423,Recent Customer
12613.0,32,13,6591.52,4,5,5,455,VIP Customer
12614.0,278,1,315.6,2,1,2,212,Regular Customer
12615.0,3,11,5564.88,5,5,5,555,VIP Customer
12616.0,86,7,1045.35,3,4,3,343,Loyal Customer
12617.0,30,1,355.53,4,1,2,412,Recent Customer
12618.0,22,1,177.31,4,1,1,411,Recent Customer
12619.0,17,14,3354.95,5,5,5,555,VIP Customer
12620.0,15,3,1339.41,5,2,4,524,Recent Customer
12621.0,2,44,24579.31,5,5,5,555,VIP Customer
12622.0,233,1,180.1,2,1,1,211,Regular Customer
12623.0,277,9,3639.84,2,4,5,245,At Risk
12624.0,107,2,641.13,3,2,3,323,Regular Customer
12625.0,212,5,5095.38,2,3,5,235,At Risk
12626.0,24,13,6388.35,4,5,5,455,VIP Customer
12627.0,11,7,4478.53,5,4,5,545,VIP Customer
12628.0,5,4,769.61,5,3,3,533,Regular Customer
12629.0,386,2,1558.22,2,2,4,224,Regular Customer
12630.0,10,2,1270.88,5,2,4,524,Recent Customer
12631.0,58,7,3452.27,4,4,5,445,VIP Customer
12632.0,521,4,738.88,1,3,3,133,At Risk
12633.0,59,10,5595.21,4,4,5,445,VIP Customer
12634.0,536,2,490.0,1,2,2,122,Regular Customer
12635.0,90,4,2930.41,3,3,5,335,Regular Customer
12636.0,739,1,141.0,1,1,1,111,Regular Customer
12637.0,68,14,8271.66,3,5,5,355,Loyal Customer
12638.0,34,2,921.49,4,2,3,423,Recent Customer
12639.0,239,3,1312.37,2,2,4,224,Regular Customer
12640.0,24,3,1174.58,4,2,3,423,Recent Customer
12641.0,116,1,185.9,3,1,1,311,Regular Customer
12642.0,26,3,1013.26,4,2,3,423,Recent Customer
12643.0,129,14,7880.9,3,5,5,355,Loyal Customer
12644.0,130,6,1815.54,3,4,4,344,Loyal Customer
12645.0,34,10,3499.1,4,4,5,445,VIP Customer
12646.0,5,2,1346.97,5,2,4,524,Recent Customer
12647.0,23,45,17682.79,4,5,5,455,VIP Customer
12648.0,155,5,1097.0,3,3,3,333,Regular Customer
12649.0,108,10,2238.7,3,4,4,344,Loyal Customer
12650.0,4,1,314.44,5,1,2,512,Recent Customer
12651.0,335,5,365.3,2,3,2,232,At Risk
12652.0,323,3,1011.58,2,2,3,223,Regular Customer
12653.0,149,3,4160.83,3,2,5,325,Regular Customer
12654.0,11,5,601.98,5,3,3,533,Regular Customer
12655.0,424,1,261.35,1,1,2,112,Regular Customer
12656.0,18,12,6320.78,5,5,5,555,VIP Customer
12657.0,12,5,1152.06,5,3,3,533,Regular Customer
12658.0,19,1,686.05,5,1,3,513,Recent Customer
12659.0,30,1,91.68,4,1,1,411,Recent Customer
12660.0,12,1,245.1,5,1,1,511,Recent Customer
12661.0,437,1,162.0,1,1,1,111,Regular Customer
12662.0,1,22,6949.17,5,5,5,555,VIP Customer
12663.0,625,3,204.0,1,2,1,121,Regular Customer
12664.0,9,12,6052.04,5,5,5,555,VIP Customer
12665.0,325,5,301.45,2,3,2,232,At Risk
12666.0,360,2,1020.98,2,2,3,223,Regular Customer
12667.0,59,1,620.13,4,1,3,413,Recent Customer
12668.0,8,12,11380.710000000001,5,5,5,555,VIP Customer
12669.0,151,4,1607.73,3,3,4,334,Regular Customer
12670.0,11,8,3750.39,5,4,5,545,VIP Customer
12671.0,607,1,2622.481,1,1,4,114,Regular Customer
12672.0,330,3,410.5,2,2,2,222,Regular Customer
12673.0,6,3,1230.02,5,3,4,534,Regular Customer
12674.0,12,7,1919.31,5,4,4,544,VIP Customer
12675.0,554,4,934.8,1,3,3,133,At Risk
12676.0,25,12,2773.09,4,5,4,454,VIP Customer
12677.0,556,3,389.3,1,3,2,132,At Risk
12678.0,43,23,33851.13,4,5,5,455,VIP Customer
12679.0,53,9,1058.67,4,4,3,443,Loyal Customer
12680.0,1,4,880.81,5,3,3,533,Regular Customer
12681.0,15,56,30551.76,5,5,5,555,VIP Customer
12682.0,4,53,23945.81,5,5,5,555,VIP Customer
12683.0,5,27,12418.6,5,5,5,555,VIP Customer
12684.0,8,7,2283.63,5,4,4,544,VIP Customer
12685.0,29,6,2863.08,4,4,5,445,VIP Customer
12686.0,372,1,178.28,2,1,1,211,Regular Customer
12687.0,481,2,2138.91,1,2,4,124,Regular Customer
12688.0,114,1,4873.8099999999995,3,1,5,315,Regular Customer
12689.0,26,2,1247.61,4,2,4,424,Recent Customer
12690.0,206,1,389.01,2,1,2,212,Regular Customer
12691.0,29,7,1170.4,4,4,3,443,Loyal Customer
12692.0,638,1,110.95,1,1,1,111,Regular Customer
12693.0,121,11,1640.42,3,5,4,354,Loyal Customer
12694.0,71,4,1839.45,3,3,4,334,Regular Customer
12695.0,8,7,1407.1200000000001,5,4,4,544,VIP Customer
12696.0,435,3,801.15,1,3,3,133,At Risk
12697.0,22,5,939.02,4,3,3,433,Regular Customer
12698.0,591,1,339.75,1,1,2,112,Regular Customer
12699.0,418,1,638.11,1,1,3,113,Regular Customer
12700.0,8,6,4867.99,5,4,5,545,VIP Customer
12701.0,80,6,2446.41,3,4,4,344,Loyal Customer
12702.0,20,1,219.0,4,1,1,411,Recent Customer
12703.0,65,7,892.18,3,4,3,343,Loyal Customer
12704.0,8,10,2220.84,5,4,4,544,VIP Customer
12705.0,16,22,11554.0,5,5,5,555,VIP Customer
12706.0,683,1,-91.89,1,1,1,111,Regular Customer
12707.0,292,1,603.42,2,1,3,213,Regular Customer
12708.0,30,30,5118.16,4,5,5,455,VIP Customer
12709.0,4,55,30312.61,5,5,5,555,VIP Customer
12710.0,97,4,1130.57,3,3,3,333,Regular Customer
12711.0,612,2,1339.05,1,2,4,124,Regular Customer
12712.0,23,28,6979.66,4,5,5,455,VIP Customer
12713.0,1,1,848.55,5,1,3,513,Recent Customer
12714.0,10,12,14093.71,5,5,5,555,VIP Customer
12715.0,107,1,353.86,3,1,2,312,Regular Customer
12716.0,4,2,1053.49,5,2,3,523,Recent Customer
12717.0,152,4,1258.91,3,3,4,334,Regular Customer
12718.0,72,1,238.25,3,1,1,311,Regular Customer
12719.0,6,3,608.1,5,3,3,533,Regular Customer
12720.0,3,41,8047.88,5,5,5,555,VIP Customer
12721.0,32,10,3906.68,4,4,5,445,VIP Customer
12722.0,86,6,904.33,3,4,3,343,Loyal Customer
12723.0,4,5,725.07,5,3,3,533,Regular Customer
12724.0,6,7,2317.52,5,4,4,544,VIP Customer
12725.0,372,4,2694.56,2,3,4,234,At Risk
12726.0,29,11,4014.6,4,5,5,455,VIP Customer
12727.0,11,12,5646.53,5,5,5,555,VIP Customer
12728.0,72,5,1070.17,3,3,3,333,Regular Customer
12729.0,114,1,453.01,3,1,2,312,Regular Customer
12730.0,522,1,829.25,1,1,3,113,Regular Customer
12731.0,24,19,25673.21,4,5,5,455,VIP Customer
12732.0,180,1,236.26000000000002,3,1,1,311,Regular Customer
12733.0,235,6,2326.82,2,4,4,244,At Risk
12734.0,353,3,639.65,2,3,3,233,At Risk
12735.0,316,2,779.5699999999999,2,2,3,223,Regular Customer
12736.0,333,1,234.0,2,1,1,211,Regular Customer
12737.0,499,2,3710.5,1,2,5,125,Regular Customer
12738.0,373,1,310.7,2,1,2,212,Regular Customer
12739.0,79,4,2726.73,3,3,4,334,Regular Customer
12740.0,64,1,427.6,3,1,2,312,Regular Customer
12741.0,530,2,406.07,1,2,2,122,Regular Customer
12742.0,600,2,1185.02,1,2,3,123,Regular Customer
12743.0,135,2,546.43,3,2,2,322,Regular Customer
12744.0,52,14,13158.16,4,5,5,455,VIP Customer
12745.0,487,3,925.41,1,3,3,133,At Risk
12746.0,528,3,230.85000000000002,1,3,1,131,At Risk
12747.0,3,32,9164.59,5,5,5,555,VIP Customer
12748.0,1,365,49970.13,5,5,5,555,VIP Customer
12749.0,4,16,6328.49,5,5,5,555,VIP Customer
12750.0,129,1,275.88,3,1,2,312,Regular Customer
12751.0,445,1,268.27,1,1,2,112,Regular Customer
12752.0,82,1,4366.78,3,1,5,315,Regular Customer
12753.0,4,11,21024.01,5,5,5,555,VIP Customer
12754.0,236,5,2949.12,2,3,5,235,At Risk
12755.0,250,22,6406.349999999999,2,5,5,255,At Risk
12756.0,87,1,112.07999999999998,3,1,1,311,Regular Customer
12757.0,16,19,4227.7,5,5,5,555,VIP Customer
12758.0,117,8,9779.0,3,4,5,345,Loyal Customer
12759.0,53,8,5020.74,4,4,5,445,VIP Customer
12760.0,456,1,347.8,1,1,2,112,Regular Customer
12761.0,458,2,782.95,1,2,3,123,Regular Customer
12762.0,8,2,1898.52,5,2,4,524,Recent Customer
12763.0,139,2,814.16,3,2,3,323,Regular Customer
12764.0,317,1,1693.88,2,1,4,214,Regular Customer
12765.0,473,6,1404.58,1,4,4,144,At Risk
12766.0,4,11,10026.43,5,5,5,555,VIP Customer
12767.0,376,1,949.82,2,1,3,213,Regular Customer
12768.0,432,2,3.552713678800501e-15,1,2,1,121,Regular Customer
12769.0,239,1,1143.6,2,1,3,213,Regular Customer
12770.0,211,7,2975.95,2,4,5,245,At Risk
12771.0,465,2,262.5,1,2,2,122,Regular Customer
12772.0,60,1,892.47,3,1,3,313,Regular Customer
12773.0,565,2,1.7763568394002505e-15,1,2,1,121,Regular Customer
12774.0,536,1,98.7,1,1,1,111,Regular Customer
12775.0,18,8,1651.32,5,4,4,544,VIP Customer
12776.0,668,1,55.5,1,1,1,111,Regular Customer
12777.0,458,1,519.45,1,1,2,112,Regular Customer
12778.0,20,10,1757.68,4,4,4,444,VIP Customer
12779.0,22,21,6406.76,4,5,5,455,VIP Customer
12780.0,599,1,337.4,1,1,2,112,Regular Customer
12781.0,22,5,707.72,4,3,3,433,Regular Customer
12782.0,5,14,4526.04,5,5,5,555,VIP Customer
12783.0,3,8,1603.87,5,4,4,544,VIP Customer
12784.0,10,3,1804.75,5,3,4,534,Regular Customer
12785.0,3,5,1079.31,5,3,3,533,Regular Customer
12786.0,610,1,728.5,1,1,3,113,Regular Customer
12787.0,10,5,859.18,5,3,3,533,Regular Customer
12788.0,464,4,444.9,1,3,2,132,At Risk
12789.0,66,3,273.35,3,3,2,332,Regular Customer
12790.0,193,3,563.45,2,3,2,232,At Risk
12791.0,374,8,777.75,2,4,3,243,At Risk
12792.0,257,3,813.88,2,3,3,233,At Risk
12793.0,335,3,1017.33,2,3,3,233,At Risk
12794.0,54,2,860.41,4,2,3,423,Recent Customer
12795.0,19,1,430.48,5,1,2,512,Recent Customer
12796.0,629,1,381.0,1,1,2,112,Regular Customer
12797.0,361,6,725.46,2,4,3,243,At Risk
12798.0,11,4,8510.93,5,3,5,535,Regular Customer
12799.0,530,1,219.35,1,1,1,111,Regular Customer
12800.0,471,3,584.25,1,3,3,133,At Risk
12801.0,478,2,1031.87,1,2,3,123,Regular Customer
12802.0,184,9,2350.42,3,4,4,344,Loyal Customer
12803.0,394,1,1092.81,2,1,3,213,Regular Customer
12804.0,466,2,327.02,1,2,2,122,Regular Customer
12805.0,382,4,1434.95,2,3,4,234,At Risk
12806.0,436,4,2878.96,1,3,5,135,At Risk
12807.0,383,3,269.95,2,3,2,232,At Risk
12808.0,37,5,906.1,4,3,3,433,Regular Customer
12809.0,169,8,1705.34,3,4,4,344,Loyal Customer
12810.0,535,2,534.99,1,2,2,122,Regular Customer
12811.0,261,5,1033.9,2,3,3,233,At Risk
12812.0,45,1,229.64000000000001,4,1,1,411,Recent Customer
12813.0,502,3,1687.8,1,3,4,134,At Risk
12814.0,102,1,125.92,3,1,1,311,Regular Customer
12815.0,148,2,1063.46,3,2,3,323,Regular Customer
12816.0,96,2,572.2,3,2,2,322,Regular Customer
12817.0,282,3,690.98,2,3,3,233,At Risk
12818.0,179,2,1517.88,3,2,4,324,Regular Customer
12819.0,459,1,540.52,1,1,2,112,Regular Customer
12820.0,4,13,2647.94,5,5,4,554,VIP Customer
12821.0,215,2,220.8,2,2,1,221,Regular Customer
12822.0,71,3,918.98,3,3,3,333,Regular Customer
12823.0,75,18,6501.5,3,5,5,355,Loyal Customer
12824.0,60,1,397.12,3,1,2,312,Regular Customer
12825.0,522,2,518.63,1,2,2,122,Regular Customer
12826.0,3,15,2928.69,5,5,5,555,VIP Customer
12827.0,6,3,430.15000000000003,5,3,2,532,Regular Customer
12828.0,3,6,1018.71,5,4,3,543,Loyal Customer
12829.0,323,4,345.35,2,3,2,232,At Risk
